,company,location,title,salary,link,skills
136,Aruba Networks,Consulting Systems Engineer – Data Center Networking,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=477cd20d9e24c5fb&fccid=216eb700022de6f6&vjs=3,set()
137,Carta,"Senior Data Engineer, Data Platform","New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=983ffc226fb28552&fccid=9e7dc185cb656f55&vjs=3,set()
138,Etsy,"Senior Data Engineer, Experimentation Platform","Brooklyn, NY 11201",Not specified,https://www.indeed.com/rc/clk?jk=7f8135feecdc0fb5&fccid=9ecb91618c39a24f&vjs=3,set()
139,Centricity,"Software Engineer, Data Ingestion","New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=168575ad156ccbbd&fccid=1333c40c36156074&vjs=3,{'SQL'}
140,Daily Harvest,Senior Data Engineer,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=87e4f75813a1bbd8&fccid=27cef24446eb0bc4&vjs=3,{'SQL'}
141,BGC Partners,Ref Data QA Engineer,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=3263046d05662f11&fccid=d08a054a512224de&vjs=3,{'SQL'}
142,Integral Ad Science,Staff Big Data Engineer (Data Pipeline),New York State,Not specified,https://www.indeed.com/rc/clk?jk=88bf307e93dccde9&fccid=1dc32badf02d6835&vjs=3,{'SQL'}
143,Foursquare,"Software Engineer, Data Engineering - Data Platform","New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=116e043d44d58ef5&fccid=f65aedcd2de292bf&vjs=3,set()
144,"JPMorgan Chase Bank, N.A.",Big Data / Java Software Engineer,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=044219865cf4bec8&fccid=aaf3b433897ea465&vjs=3,{'SQL'}
145,Harnham,Senior Software Engineer - Data Products,"New York, NY","$170,000 - $220,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLZ6sjgDdGkeYek_1qio6yVjRcS-Ndtz2j7ZyphS08wBo-OYWcO5Din6R8nlZv7jjxTmzKW4J2mW9pUDBi6-Qf0OV7jPbDieY5nwL0SvWeD7vNC7UlQf3GRIrJSkgP9ZRZQKQiiPsLUNzOHxAJp278KIKnx4fo2CrIMo-_6jjqQ1FNi8YGPrRUiQVXhYcTjGCKFk7af8MYhBHYQYKJ3ELt74PgUYOp45XO8UbeLOLc8nw1GkHFBzDhFFo293eoVDP23QkJvcPIwS1odN6nTTNX16QYWH7BVLPRi3-7yfl6PE8Pmo-sZyUvEteKooxOFbxHiib-B3bSXCjCSf2moc05jRl0Je1WCmXQXxLb69c_bcXrcns-44IGpVBW5QNzH_qs8HHeuZAgil7wQfMezqLx965Iu9LgmgkPMqIMZW4XdFzo3tuMKDNBvdmF0WnFYrr-Wheq53LMtgLf1vImidf3K2vrXOIE_JVpo3cAj3ftH6sypXgN2p_HOJ60PO8sTc5h2kxMYbZCNeMMHFPkN0U7nuFDUtyqRZCk9cWEBMQ1TSqMvaQTG0ght--j5M0yshvktfqSENxHLg2DUYsgxRyPs6tIryz8jRkjye0bIAP_F_J-9Nj84qzRjUSg5ayTKFC21u3p0rf9jrAjuFiYc3AdQG&p=13&fvj=0&vjs=3,set()
146,Unqork,Senior Software Engineer - Platform Data (Analyze Camp),New York State,Not specified,https://www.indeed.com/rc/clk?jk=64dbf7147ed54590&fccid=ca21611ef9b2be3a&vjs=3,set()
147,Checkmate Partners,Data Engineer,"New York, NY 10005 (Financial District area)","$160,000 - $250,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BH1qder4dIVBxRvRi6eMxZanAuHRf51dn9ep7wXrT9Fir0WrWp73KzGWcBoITKVPcAm5k-a14cmZ5-llOxM4uLLz5PIN1Qf7Fvr80HtzuxjAVpboeXwLuz5zCYpTTNeNZmaZOEGHCvNbR49di3wMwib6rVNDxuB_iTW3vn4_OLEuyYyW6ugEjivou0gvUYBOWFHz5ujajmxXX30KkX4VbBV9pdklHJ-MJGHBxkmmKUzSESlgMRnHlVMm4HDFrTDlFwSf69EHgOXhbmufYnMTgM_bcVZZhOeN7yRH-QTvgWpsqeVSSSWv5JqG8mLHckJtxCO4UNXtNzDUzTzs5PIOfA5eu0y_d44j5421YDi01UjZhE5KrQDZ7r-iSnvuoMaXzI9YooDdJKfEO9ug73RqWQII3j7gw_jlvstzk92qjKxsCOeVjPXgI4n3VTkx0VnBYo-oaCNROuLbzadtAdOus6&p=0&fvj=1&vjs=3,set()
148,Finecast,Data Engineer,"New York, NY 10007 (Financial District area)",Not specified,https://www.indeed.com/rc/clk?jk=07bed916130888f4&fccid=5d36055847879aed&vjs=3,"{'R', 'SQL'}"
149,"Transcat, Inc.",Data Engineer,"Rochester, NY 14624",Not specified,https://www.indeed.com/rc/clk?jk=a20fbff9ea352575&fccid=cbb1624b53fe882b&vjs=3,{'SQL'}
150,Jahnel Group Inc.,Data Engineer,"Schenectady, NY 12305 (Stockade area)",Not specified,https://www.indeed.com/rc/clk?jk=af8f767a9f2b6123&fccid=a3bc211ea2ee8e66&vjs=3,{'SQL'}
151,SmartAsset,Data/Analytics Engineer,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=a55a966b0c5c6ccd&fccid=94eb61eaf1bf49bc&vjs=3,{'SQL'}
152,Well,Healthcare Data Scientist / Machine Learning Engineer,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=b02fdc89a095748f&fccid=8a57849f94bc0482&vjs=3,{'SQL'}
153,WarnerMedia,Sr Data Analytics Engineer,"New York, NY (Columbus Circle area)",Not specified,https://www.indeed.com/rc/clk?jk=c8eb0d9a7a93c9f2&fccid=fdb210f6a49b1c13&vjs=3,"{'SQL', 'TABLEAU'}"
154,NBCUniversal,"Sr. Data Engineer, AdSmart","New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=b9f588b0a0fa31eb&fccid=35d653c09c2712b6&vjs=3,{'SQL'}
155,BEES,"Data Engineer, Promotion Platform (BEES)","New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=7e3c1f85adfa270d&fccid=2138ce516fb43c99&vjs=3,{'SQL'}
156,FanDuel,Data Engineer - Machine Learning (LA or NYC),"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=f45ecec9eb2591c3&fccid=ada833cd00ae27d8&vjs=3,{'SQL'}
157,Capgemini,Sr. Azure Data Engineer (ADF / Synapse),"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=d763e61430ef13d9&fccid=105ecfd0283f415f&vjs=3,{'SQL'}
158,New York Life Insurance Co,Data Platform Engineer,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=0cbf850f61d43b5f&fccid=f0595ebb13247329&vjs=3,set()
159,Compass,Senior Data Engineer,"New York, NY",Not specified,https://www.indeed.com/rc/clk?jk=771bbb9421a4819e&fccid=3944dc0afa53bf7b&vjs=3,"{'SQL', 'TABLEAU'}"
160,DoubleVerify,"Senior Data Engineer, Programmatic & Platform Products","New York, NY 10018 (Clinton area)",Not specified,https://www.indeed.com/rc/clk?jk=488f3a653c9449dd&fccid=1a409fb4e78331ad&vjs=3,{'SQL'}
161,Red Ventures,"Senior Software Engineer, Data Platform (Remote)","New York, NY 10011 (Flatiron District area)",Not specified,https://www.indeed.com/rc/clk?jk=291ac658259327d6&fccid=c39dcf34372f1519&vjs=3,set()
